TICKER,Month,VOL,RETC,RETN,sprtrn,SPREAD,OSC,CAPEI,bm,pe_op_basic,pe_exi,ps,pcf,dpr,npm,opmad,roa,roe,efftax,totdebt_invcap,capital_ratio,int_totdebt,cash_lt,invt_act,rect_act,debt_ebitda,short_debt,ocf_lct,cash_debt,fcf_ocf,de_ratio,intcov_ratio,cash_ratio,quick_ratio,curr_ratio,cash_conversion,inv_turn,at_turn,sale_invcap,sale_equity,sale_nwc,rd_sale,adv_sale,staff_sale,ptb,PEG_trailing,divyield,b_mkt,alpha,ivol,tvol
IBM,201601,1262330,-0.093228,0.060421,-0.050735,0.01,0.120121805,7.595,0.095,9.082,8.565,1.445,6.806,0.328,0.172,0.193,0.174,1.104,0.212,0.847,0.726,0.025,0.089,0.042,0.616,1.966,0.146,0.492,0.16,0.797,7.833,16.224,0.246,1.214,1.267,81.797,19.586,0.743,1.798,6.574,8.699,0.062,0.014,0,9.106,4.609,0.0417,0.9948,0.0036,0.0645,0.0785
IBM,201602,1067160,0.060421,0.155842,-0.004128,0.02,0.127070137,8.065,0.109,9.585,9.635,1.54,7.403,0.366,0.163,0.19,0.17,1.002,0.162,0.834,0.701,0.025,0.085,0.036,0.672,2.054,0.162,0.496,0.177,0.79,6.736,15.444,0.239,1.195,1.24,89.214,20.233,0.717,1.708,5.731,9.926,0.064,0.016,0,8.674,1.389,0.0397,0.9938,0.0038,0.0646,0.0785
IBM,201603,1057471,0.155842,-0.036382,0.065991,0.01999,0.112776494,9.322,0.109,11.079,11.136,1.78,8.556,0.366,0.163,0.19,0.17,1.002,0.162,0.834,0.701,0.025,0.085,0.036,0.672,2.054,0.162,0.496,0.177,0.79,6.736,15.444,0.239,1.195,1.24,89.214,20.233,0.717,1.708,5.731,9.926,0.064,0.016,0,10.026,1.525166667,0.0343,1.0022,0.0038,0.0647,0.0789
IBM,201604,944824,-0.036382,0.06304,0.002699,0.04,0.058448678,8.974,0.109,10.676,10.731,1.714,8.237,0.366,0.163,0.19,0.17,1.002,0.162,0.834,0.701,0.025,0.085,0.036,0.672,2.054,0.162,0.496,0.177,0.79,6.736,15.444,0.239,1.195,1.24,89.214,20.233,0.717,1.708,5.731,9.926,0.064,0.016,0,9.652,1.623055556,0.0356,0.9983,0.0032,0.0643,0.0785
IBM,201605,752518,0.06304,-0.012749,0.015329,0.04001,0.062508192,9.365,0.103,12.489,11.577,1.826,7.75,0.39,0.16,0.172,0.161,0.967,0.162,0.836,0.712,0.026,0.105,0.038,0.61,2.296,0.15,0.551,0.177,0.807,7.014,13.281,0.3,1.235,1.284,83.044,21.56,0.717,1.65,5.757,8.243,0.067,0.016,0,9.888,3.469736842,0.0364,1.0016,0.0035,0.0643,0.0785
IBM,201606,771224,-0.012749,0.058242,0.000906,0.01999,0.078073593,9.245,0.103,12.33,11.429,1.802,7.651,0.39,0.16,0.172,0.161,0.967,0.162,0.836,0.712,0.026,0.105,0.038,0.61,2.296,0.15,0.551,0.177,0.807,7.014,13.281,0.3,1.235,1.284,83.044,21.56,0.717,1.65,5.757,8.243,0.067,0.016,0,9.762,3.274684211,0.0369,1.002,0.0035,0.0643,0.0785
IBM,201607,699551,0.058242,-0.002117,0.03561,0.02,0.068297846,9.742,0.103,13.048,12.095,1.899,8.062,0.39,0.16,0.172,0.161,0.967,0.162,0.836,0.712,0.026,0.105,0.038,0.61,2.296,0.15,0.551,0.177,0.807,7.014,13.281,0.3,1.235,1.284,83.044,21.56,0.717,1.65,5.757,8.243,0.067,0.016,0,10.287,3.1898,0.0349,0.9975,0.0032,0.0641,0.0782
IBM,201608,697066,-0.002117,-0.000189,-0.001219,0.02999,0.032791981,9.742,0.108,14.011,12.917,1.892,8.164,0.429,0.149,0.161,0.151,0.847,0.162,0.83,0.714,0.026,0.109,0.037,0.608,2.498,0.143,0.546,0.177,0.802,6.823,11.625,0.317,1.242,1.29,82.907,22.284,0.704,1.572,5.515,8.125,0.069,0.016,0,9.653,9.2122,0.0352,0.9975,0.0034,0.0639,0.0781
IBM,201609,699538,-0.000189,-0.032483,-0.001234,0.00999,0.049102924,9.74,0.108,14.008,12.915,1.892,8.162,0.429,0.149,0.161,0.151,0.847,0.162,0.83,0.714,0.026,0.109,0.037,0.608,2.498,0.143,0.546,0.177,0.802,6.823,11.625,0.317,1.242,1.29,82.907,22.284,0.704,1.572,5.515,8.125,0.069,0.016,0,9.651,9.21245,0.0353,1.0044,0.0038,0.0634,0.0779
IBM,201610,783272,-0.032483,0.064611,-0.019426,0.02001,0.051922702,9.375,0.108,13.553,12.495,1.821,7.856,0.429,0.149,0.161,0.151,0.847,0.162,0.83,0.714,0.026,0.109,0.037,0.608,2.498,0.143,0.546,0.177,0.802,6.823,11.625,0.317,1.242,1.29,82.907,22.284,0.704,1.572,5.515,8.125,0.069,0.016,0,9.289,9.559157895,0.0364,1.0067,0.0036,0.0634,0.0779
IBM,201611,763424,0.064611,0.02324,0.034174,0.01,0.077487363,10.017,0.113,14.368,13.232,1.923,8.302,0.438,0.148,0.155,0.146,0.81,0.162,0.816,0.706,0.027,0.109,0.038,0.611,2.589,0.137,0.543,0.177,0.811,6.466,10.615,0.319,1.23,1.278,83.284,21.99,0.693,1.517,5.181,8.417,0.071,0.016,0,9.068,1.668473684,0.0345,1.0112,0.0038,0.0633,0.078
IBM,201612,694702,0.02324,0.051389,0.018201,0.02999,0.052352428,10.25,0.113,14.702,13.539,1.968,8.495,0.438,0.148,0.155,0.146,0.81,0.162,0.816,0.706,0.027,0.109,0.038,0.611,2.589,0.137,0.543,0.177,0.811,6.466,10.615,0.319,1.23,1.278,83.284,21.99,0.693,1.517,5.181,8.417,0.071,0.016,0,9.279,1.714210526,0.0337,1.0118,0.0041,0.0631,0.0779
IBM,201701,887649,0.051389,0.038391,0.017884,0.02001,0.07529223,10.776,0.113,15.458,14.235,2.069,8.931,0.438,0.148,0.155,0.146,0.81,0.162,0.816,0.706,0.027,0.109,0.038,0.611,2.589,0.137,0.543,0.177,0.811,6.466,10.615,0.319,1.23,1.278,83.284,21.99,0.693,1.517,5.181,8.417,0.071,0.016,0,9.756,1.754210526,0.0321,1.0074,0.0036,0.0624,0.0771
IBM,201702,598208,0.038391,-0.031587,0.037198,0.02,0.04109665,11.447,0.119,15.76,14.513,2.122,10.002,0.442,0.149,0.15,0.144,0.716,0.036,0.795,0.655,0.029,0.086,0.035,0.666,2.573,0.178,0.467,0.171,0.79,5.43,9.94,0.235,1.167,1.21,87.145,23.95,0.701,1.507,4.38,10.498,0.072,0.017,0,9.084,2.492526316,0.0311,1.0057,0.0032,0.062,0.0768
IBM,201703,794801,-0.031587,-0.079534,-0.000389,0.02,0.046973699,11.086,0.119,15.262,14.055,2.055,9.686,0.442,0.149,0.15,0.144,0.716,0.036,0.795,0.655,0.029,0.086,0.035,0.666,2.573,0.178,0.467,0.171,0.79,5.43,9.94,0.235,1.167,1.21,87.145,23.95,0.701,1.507,4.38,10.498,0.072,0.017,0,8.797,2.439736842,0.0322,1.0063,0.0035,0.0617,0.0765
IBM,201704,1000534,-0.079534,-0.03843,0.009091,0.01999,0.090211497,10.164,0.119,14.048,12.937,1.884,8.88,0.442,0.149,0.15,0.144,0.716,0.036,0.795,0.655,0.029,0.086,0.035,0.666,2.573,0.178,0.467,0.171,0.79,5.43,9.94,0.235,1.167,1.21,87.145,23.95,0.701,1.507,4.38,10.498,0.072,0.017,0,8.066,2.503894737,0.0349,1.0071,0.0033,0.0618,0.0767
IBM,201705,1033309,-0.03843,0.007862,0.011576,0.04,0.057197209,9.574,0.112,13.135,12.541,1.806,9.392,0.459,0.146,0.155,0.143,0.701,0.036,0.803,0.676,0.028,0.1,0.038,0.622,2.562,0.161,0.434,0.171,0.781,5.752,10.145,0.283,1.173,1.22,83.983,22.451,0.678,1.483,4.581,10.262,0.073,0.017,0,7.824,4.417047619,0.0393,1.0079,0.0033,0.0619,0.0767
IBM,201706,839782,0.007862,-0.059546,0.004814,0.01,0.028603003,9.649,0.112,13.238,12.64,1.82,9.466,0.459,0.146,0.155,0.143,0.701,0.036,0.803,0.676,0.028,0.1,0.038,0.622,2.562,0.161,0.434,0.171,0.781,5.752,10.145,0.283,1.173,1.22,83.983,22.451,0.678,1.483,4.581,10.262,0.073,0.017,0,7.886,4.42247619,0.039,1.0056,0.0035,0.0617,0.0766
IBM,201707,932936,-0.059546,-0.000968,0.019349,0.01,0.078039746,9.001,0.112,12.45,11.887,1.698,8.83,0.459,0.146,0.155,0.143,0.701,0.036,0.803,0.676,0.028,0.1,0.038,0.622,2.562,0.161,0.434,0.171,0.781,5.752,10.145,0.283,1.173,1.22,83.983,22.451,0.678,1.483,4.581,10.262,0.073,0.017,0,7.357,4.411409091,0.0415,1.0216,0.0026,0.0613,0.0765
IBM,201708,802954,-0.000968,0.014333,0.000546,0.00999,0.039152625,9.045,0.128,12.459,11.889,1.699,8.717,0.471,0.146,0.152,0.14,0.656,0.036,0.806,0.664,0.028,0.104,0.038,0.619,2.637,0.178,0.427,0.171,0.793,5.535,9.78,0.29,1.165,1.21,86.502,22.652,0.666,1.461,4.358,10.44,0.073,0.017,0,7.237,3.092761905,0.0419,1.0203,0.0024,0.0613,0.0765
IBM,201709,782981,0.014333,0.061897,0.019303,0.00999,0.028329198,9.175,0.128,12.638,12.06,1.724,8.842,0.471,0.146,0.152,0.14,0.656,0.036,0.806,0.664,0.028,0.104,0.038,0.619,2.637,0.178,0.427,0.171,0.793,5.535,9.78,0.29,1.165,1.21,86.502,22.652,0.666,1.461,4.358,10.44,0.073,0.017,0,7.341,3.133,0.0414,1.0171,0.0023,0.0613,0.0763
IBM,201710,1253457,0.061897,0.009152,0.022188,0.01999,0.101194405,9.678,0.128,13.42,12.806,1.818,9.328,0.471,0.146,0.152,0.14,0.656,0.036,0.806,0.664,0.028,0.104,0.038,0.619,2.637,0.178,0.427,0.171,0.793,5.535,9.78,0.29,1.165,1.21,86.502,22.652,0.666,1.461,4.358,10.44,0.073,0.017,0,7.743,3.36385,0.0389,1.0181,0.0023,0.0613,0.0764
IBM,201711,897761,0.009152,-0.003572,0.028083,0.01,0.045008703,9.838,0.146,13.554,12.863,1.819,9.731,0.481,0.144,0.154,0.141,0.625,0.036,0.79,0.665,0.028,0.107,0.037,0.619,2.657,0.16,0.417,0.171,0.778,5.387,9.654,0.306,1.211,1.257,88.411,22.728,0.657,1.405,4.201,8.681,0.072,0.017,0,7.263,3.74125,0.039,0.9979,0.0017,0.0604,0.075
IBM,201712,887885,-0.003572,0.067006,0.009832,0.01001,0.034154673,9.803,0.146,13.505,12.817,1.812,9.697,0.481,0.144,0.154,0.141,0.625,0.036,0.79,0.665,0.028,0.107,0.037,0.619,2.657,0.16,0.417,0.171,0.778,5.387,9.654,0.306,1.211,1.257,88.411,22.728,0.657,1.405,4.201,8.681,0.072,0.017,0,7.237,3.79535,0.0391,0.9959,0.0018,0.0603,0.0749
IBM,201801,1450866,0.067006,-0.038913,0.056179,0.00999,0.090836897,10.46,0.146,14.41,13.676,1.934,10.346,0.481,0.144,0.154,0.141,0.625,0.036,0.79,0.665,0.028,0.107,0.037,0.619,2.657,0.16,0.417,0.171,0.778,5.387,9.654,0.306,1.211,1.257,88.411,22.728,0.657,1.405,4.201,8.681,0.072,0.017,0,7.722,3.91115,0.0367,0.9985,0.0019,0.0603,0.075
IBM,201802,1023649,-0.038913,-0.015401,-0.038947,0.01001,0.095039402,11.35,0.128,13.681,25.379,1.814,8.583,0.956,0.073,0.138,0.127,0.313,0.496,0.813,0.694,0.029,0.117,0.032,0.636,3.03,0.149,0.448,0.155,0.807,6.117,8.539,0.337,1.289,1.331,94.892,24.368,0.652,1.375,4.498,6.397,0.073,0.018,0,7.914,3.085416667,0.0385,0.9972,0.0022,0.0601,0.0748
IBM,201803,943171,-0.015401,-0.055204,-0.026885,0.01,0.074105395,11.175,0.128,13.471,24.989,1.786,8.451,0.956,0.073,0.138,0.127,0.313,0.496,0.813,0.694,0.029,0.117,0.032,0.636,3.03,0.149,0.448,0.155,0.807,6.117,8.539,0.337,1.289,1.331,94.892,24.368,0.652,1.375,4.498,6.397,0.073,0.018,0,7.792,3.051090909,0.0391,0.9967,0.0022,0.0601,0.0748
IBM,201804,1228949,-0.055204,-0.014349,0.002719,0.00999,0.110444322,10.521,0.128,12.727,23.609,1.681,7.957,0.956,0.073,0.138,0.127,0.313,0.496,0.813,0.694,0.029,0.117,0.032,0.636,3.03,0.149,0.448,0.155,0.807,6.117,8.539,0.337,1.289,1.331,94.892,24.368,0.652,1.375,4.498,6.397,0.073,0.018,0,7.336,3.036636364,0.0414,0.9887,0.0015,0.0597,0.0742
IBM,201805,888128,-0.014349,-0.011393,0.021608,0.01,0.030217324,9.679,0.129,11.737,23.28,1.62,7.468,0.98,0.071,0.153,0.138,0.305,0.496,0.79,0.683,0.029,0.118,0.035,0.613,2.748,0.137,0.494,0.155,0.807,5.67,9.162,0.352,1.293,1.34,93.059,22.883,0.65,1.371,4.339,6.692,0.069,0.018,0,7.141,1.993,0.0444,0.986,0.0013,0.0598,0.0741
IBM,201806,902474,-0.011393,0.037437,0.004842,0.01,0.067215462,9.568,0.129,11.603,23.015,1.602,7.383,0.98,0.071,0.153,0.138,0.305,0.496,0.79,0.683,0.029,0.118,0.035,0.613,2.748,0.137,0.494,0.155,0.807,5.67,9.162,0.352,1.293,1.34,93.059,22.883,0.65,1.371,4.339,6.692,0.069,0.018,0,7.059,1.999357143,0.045,0.9861,0.0013,0.0598,0.0741
IBM,201807,950151,0.037437,0.021528,0.036022,0.04,0.06672187,9.87,0.129,12.037,23.876,1.652,7.616,0.98,0.071,0.153,0.138,0.305,0.496,0.79,0.683,0.029,0.118,0.035,0.613,2.748,0.137,0.494,0.155,0.807,5.67,9.162,0.352,1.293,1.34,93.059,22.883,0.65,1.371,4.339,6.692,0.069,0.018,0,7.282,2.097142857,0.0433,0.9733,0.001,0.0595,0.0734
IBM,201808,791969,0.021528,0.032291,0.030263,0.01,0.034066016,10.38,0.145,12.066,23.626,1.655,8.254,0.974,0.071,0.158,0.14,0.309,0.496,0.788,0.683,0.03,0.117,0.036,0.617,2.666,0.135,0.462,0.155,0.777,5.676,9.219,0.351,1.309,1.358,93.88,22.68,0.654,1.382,4.371,6.441,0.067,0.018,0,7.219,1.952666667,0.0429,0.9721,0.001,0.0595,0.0734
IBM,201809,958688,0.032291,-0.236625,0.004294,0.01,0.040738044,10.715,0.145,12.456,24.389,1.709,8.52,0.974,0.071,0.158,0.14,0.309,0.496,0.788,0.683,0.03,0.117,0.036,0.617,2.666,0.135,0.462,0.155,0.777,5.676,9.219,0.351,1.309,1.358,93.88,22.68,0.654,1.382,4.371,6.441,0.067,0.018,0,7.452,1.924533333,0.0415,0.9729,0.0011,0.0595,0.0733
IBM,201810,1980938,-0.236625,0.090184,-0.069403,0.01,0.332235987,8.144,0.145,9.508,18.618,1.299,6.476,0.974,0.071,0.158,0.14,0.309,0.496,0.788,0.683,0.03,0.117,0.036,0.617,2.666,0.135,0.462,0.155,0.777,5.676,9.219,0.351,1.309,1.358,93.88,22.68,0.654,1.382,4.371,6.441,0.067,0.018,0,5.664,1.845,0.0544,0.9971,0.0005,0.0604,0.0748
IBM,201811,1417192,0.090184,-0.085298,0.017859,0.02,0.073790939,9.151,0.144,10.161,19.979,1.405,6.698,0.986,0.071,0.161,0.141,0.307,0.496,0.812,0.675,0.031,0.125,0.036,0.608,2.656,0.17,0.464,0.155,0.788,5.666,9.059,0.36,1.286,1.334,95.42,21.96,0.65,1.406,4.341,6.622,0.067,0.018,0,5.708,1.5446,0.0505,0.9948,0.0005,0.0603,0.0747
IBM,201812,1156010,-0.085298,0.182546,-0.091777,0.02,0.156065805,8.37,0.144,9.294,18.275,1.285,6.127,0.986,0.071,0.161,0.141,0.307,0.496,0.812,0.675,0.031,0.125,0.036,0.608,2.656,0.17,0.464,0.155,0.788,5.666,9.059,0.36,1.286,1.334,95.42,21.96,0.65,1.406,4.341,6.622,0.067,0.018,0,5.222,1.3515,0.0552,0.9944,0.0007,0.0602,0.0748
IBM,201901,1203886,0.182546,0.03928,0.078684,0.03,0.16002083,9.898,0.144,10.991,21.611,1.52,7.245,0.986,0.071,0.161,0.141,0.307,0.496,0.812,0.675,0.031,0.125,0.036,0.608,2.656,0.17,0.464,0.155,0.788,5.666,9.059,0.36,1.286,1.334,95.42,21.96,0.65,1.406,4.341,6.622,0.067,0.018,0,6.175,1.4309375,0.0467,1.0088,0.0013,0.0604,0.0755
IBM,201902,684620,0.03928,0.021501,0.029729,0.01,0.047274307,11.078,0.202,11.696,14.525,1.544,8.062,0.603,0.11,0.163,0.14,0.452,0.231,0.872,0.679,0.032,0.115,0.034,0.631,2.627,0.223,0.399,0.143,0.777,6.338,8.74,0.32,1.242,1.286,96.712,23.189,0.64,1.515,4.739,7.289,0.068,0.018,0,5.998,0.935227273,0.0455,1.0111,0.0014,0.0604,0.0755
IBM,201903,746889,0.021501,-0.005882,0.017924,0.01999,0.04500354,11.316,0.202,11.948,14.837,1.578,8.235,0.603,0.11,0.163,0.14,0.452,0.231,0.872,0.679,0.032,0.115,0.034,0.631,2.627,0.223,0.399,0.143,0.777,6.338,8.74,0.32,1.242,1.286,96.712,23.189,0.64,1.515,4.739,7.289,0.068,0.018,0,6.127,0.963272727,0.0445,1.0161,0.0016,0.0603,0.0755
IBM,201904,801992,-0.005882,-0.083125,0.039313,0.02999,0.046410494,11.209,0.202,11.877,14.75,1.563,8.157,0.603,0.11,0.163,0.14,0.452,0.231,0.872,0.679,0.032,0.115,0.034,0.631,2.627,0.223,0.399,0.143,0.777,6.338,8.74,0.32,1.242,1.286,96.712,23.189,0.64,1.515,4.739,7.289,0.068,0.018,0,6.069,0.96773913,0.0448,1.0123,0.001,0.06,0.0752
IBM,201905,755379,-0.083125,0.085912,-0.065778,0.01,0.106858808,9.751,0.132,10.68,13.396,1.431,7.309,0.657,0.11,0.172,0.149,0.449,0.231,0.859,0.681,0.031,0.134,0.036,0.589,2.635,0.209,0.413,0.143,0.801,5.949,9.077,0.381,1.271,1.318,94.602,20.783,0.632,1.4,4.398,6.622,0.069,0.018,0,6.832,2.06736,0.051,1.0176,0.0007,0.0599,0.0754
IBM,201906,613430,0.085912,0.074982,0.06893,0.02,0.080348157,10.589,0.132,11.598,14.546,1.554,7.937,0.657,0.11,0.172,0.149,0.449,0.231,0.859,0.681,0.031,0.134,0.036,0.589,2.635,0.209,0.413,0.143,0.801,5.949,9.077,0.381,1.271,1.318,94.602,20.783,0.632,1.4,4.398,6.622,0.069,0.018,0,7.419,2.212125,0.047,1.0223,0.001,0.0598,0.0755
IBM,201907,801759,0.074982,-0.074811,0.013128,0.02999,0.08115218,11.373,0.132,12.468,15.637,1.669,8.525,0.657,0.11,0.172,0.149,0.449,0.231,0.859,0.681,0.031,0.134,0.036,0.589,2.635,0.209,0.413,0.143,0.801,5.949,9.077,0.381,1.271,1.318,94.602,20.783,0.632,1.4,4.398,6.622,0.069,0.018,0,7.969,2.149916667,0.0437,1.0333,0.0005,0.0589,0.0751
IBM,201908,962932,-0.074811,0.072973,-0.018092,0.02,0.153102634,10.79,0.144,11.584,14.016,1.542,7.48,0.65,0.112,0.163,0.142,0.464,0.231,0.909,0.715,0.026,0.199,0.031,0.494,3.193,0.215,0.411,0.143,0.831,6.502,8.656,0.585,1.411,1.457,93.045,20.315,0.587,1.253,4.405,4.365,0.07,0.018,0,6.804,7.918,0.0478,1.0411,0.0002,0.059,0.0746
IBM,201909,621165,0.072973,-0.080388,0.017181,0.03,0.077843419,11.577,0.144,12.429,15.038,1.655,8.026,0.65,0.112,0.163,0.142,0.464,0.231,0.909,0.715,0.026,0.199,0.031,0.494,3.193,0.215,0.411,0.143,0.831,6.502,8.656,0.585,1.411,1.457,93.045,20.315,0.587,1.253,4.405,4.365,0.07,0.018,0,7.301,8.495,0.0446,1.0337,0.0002,0.0589,0.0743
IBM,201910,928079,-0.080388,0.017498,0.020432,0.04,0.082853511,10.644,0.144,11.43,13.829,1.521,7.379,0.65,0.112,0.163,0.142,0.464,0.231,0.909,0.715,0.026,0.199,0.031,0.494,3.193,0.215,0.411,0.143,0.831,6.502,8.656,0.585,1.411,1.457,93.045,20.315,0.587,1.253,4.405,4.365,0.07,0.018,0,6.712,7.813,0.0485,1.0196,-0.0005,0.0591,0.0739
IBM,201911,649211,0.017498,-0.003049,0.034047,0.03,0.041502417,11.138,0.139,12.461,15.616,1.544,7.713,0.736,0.1,0.149,0.128,0.415,0.231,0.92,0.747,0.026,0.179,0.032,0.489,3.689,0.19,0.4,0.143,0.839,7.102,7.019,0.568,1.363,1.408,89.388,20.508,0.552,1.133,4.479,4.899,0.075,0.018,0,6.631,1.238958333,0.0482,1.0123,-0.0007,0.059,0.0736
AMGN,200912,1130316,0.003904,0.033763,0.017771,0.01,0.054445819,16.555,0.374,12.488,12.712,3.86,9.524,0,0.315,0.388,0.18,0.224,0.201,0.356,0.324,0.051,0.665,0.121,0.125,1.657,0.09,1.244,0.373,0.905,0.816,9.968,2.415,3.188,3.628,459.907,0.637,0.38,0.466,0.69,1.168,0.19,0.005,0,2.462,0.563,0.023716,0.7989,0.0155,0.0996,0.1056
AMGN,201001,1503828,0.033763,-0.031977,-0.036974,0.01,0.047366621,17.114,0.374,12.909,13.142,3.99,9.846,0,0.315,0.388,0.18,0.224,0.201,0.356,0.324,0.051,0.665,0.121,0.125,1.657,0.09,1.244,0.373,0.905,0.816,9.968,2.415,3.188,3.628,459.907,0.637,0.38,0.466,0.69,1.168,0.19,0.005,0,2.546,0.582,0.024496,0.7897,0.0156,0.0995,0.1054
AMGN,201002,1494416,-0.031977,0.057013,0.028514,0.01,0.052640876,14.91,0.407,12.552,12.552,3.786,8.75,0,0.315,0.378,0.173,0.212,0.115,0.319,0.319,0.059,0.792,0.117,0.111,1.61,0,1.636,0.374,0.916,0.748,9.077,3.471,4.315,4.888,491.902,0.622,0.385,0.44,0.646,0.972,0.196,0.006,0,2.418,0.557,0.024152,0.785,0.0153,0.0997,0.1055
AMGN,201003,1512914,0.057013,-0.042239,0.058796,0.02,0.055483601,15.546,0.407,13.268,13.268,3.948,9.123,0,0.315,0.378,0.173,0.212,0.115,0.319,0.319,0.059,0.792,0.117,0.111,1.61,0,1.636,0.374,0.916,0.748,9.077,3.471,4.315,4.888,491.902,0.622,0.385,0.44,0.646,0.972,0.196,0.006,0,2.522,0.588,0.023092,0.7829,0.0151,0.0996,0.1054
AMGN,201004,1305506,-0.042239,-0.096493,0.014759,0.01,0.066829524,14.889,0.407,12.707,12.707,3.781,8.738,0,0.315,0.378,0.173,0.212,0.115,0.319,0.319,0.059,0.792,0.117,0.111,1.61,0,1.636,0.374,0.916,0.748,9.077,3.471,4.315,4.888,491.902,0.622,0.385,0.44,0.646,0.972,0.196,0.006,0,2.415,0.564,0.02312,0.787,0.0151,0.0996,0.1054
AMGN,201005,1544894,-0.096493,0.015836,-0.081976,0.02,0.1396292,13.69,0.386,11.017,10.994,3.323,7.762,0,0.318,0.382,0.172,0.218,0.115,0.348,0.314,0.051,0.759,0.113,0.116,1.682,0.097,1.285,0.374,0.921,0.791,9.889,2.692,3.408,3.842,446.458,0.639,0.374,0.459,0.669,1.056,0.193,0.006,0,2.22,0.494,0.025184,0.7981,0.015,0.0996,0.1057
AMGN,201006,2104455,0.015836,0.036692,-0.053882,0.01,0.109505703,13.907,0.386,11.191,11.168,3.376,7.886,0,0.318,0.382,0.172,0.218,0.115,0.348,0.314,0.051,0.759,0.113,0.116,1.682,0.097,1.285,0.374,0.921,0.791,9.889,2.692,3.408,3.842,446.458,0.639,0.374,0.459,0.669,1.056,0.193,0.006,0,2.256,0.502,0.026968,0.795,0.015,0.0995,0.1056
AMGN,201007,1316964,0.036692,-0.064001,0.068778,0.02,0.059233449,14.425,0.386,11.602,11.577,3.502,8.179,0,0.318,0.382,0.172,0.218,0.115,0.348,0.314,0.051,0.759,0.113,0.116,1.682,0.097,1.285,0.374,0.921,0.791,9.889,2.692,3.408,3.842,446.458,0.639,0.374,0.459,0.669,1.056,0.193,0.006,0,2.34,0.52,0.025448,0.8006,0.0151,0.0995,0.1056
AMGN,201008,1124809,-0.064001,0.079741,-0.047449,0.03,0.098158307,13.16,0.46,10.7,10.837,3.258,7.796,0,0.312,0.381,0.169,0.209,0.115,0.348,0.304,0.05,0.793,0.11,0.113,1.687,0.127,1.177,0.374,0.913,0.777,9.977,2.63,3.291,3.698,436.979,0.647,0.371,0.459,0.66,1.044,0.19,0.006,0,2.111,0.771,0.02664,0.8077,0.0154,0.0991,0.1054
AMGN,201009,1129492,0.079741,0.037743,0.087551,0.03,0.069134458,14.114,0.46,11.553,11.701,3.494,8.361,0,0.312,0.381,0.169,0.209,0.115,0.348,0.304,0.05,0.793,0.11,0.113,1.687,0.127,1.177,0.374,0.913,0.777,9.977,2.63,3.291,3.698,436.979,0.647,0.371,0.459,0.66,1.044,0.19,0.006,0,2.264,0.832,0.024496,0.8069,0.0152,0.099,0.1055
AMGN,201010,1311580,0.037743,-0.078685,0.036856,0.01,0.054205281,14.536,0.46,11.99,12.142,3.598,8.611,0,0.312,0.381,0.169,0.209,0.115,0.348,0.304,0.05,0.793,0.11,0.113,1.687,0.127,1.177,0.374,0.913,0.777,9.977,2.63,3.291,3.698,436.979,0.647,0.371,0.459,0.66,1.044,0.19,0.006,0,2.332,0.864,0.023928,0.8372,0.0135,0.0961,0.1032
AMGN,201011,1259968,-0.078685,0.041943,-0.00229,0.01,0.089960144,13.215,0.459,11.307,11.38,3.314,8.887,0,0.302,0.372,0.163,0.199,0.115,0.357,0.303,0.049,0.82,0.105,0.11,1.792,0.153,0.988,0.374,0.903,0.781,9.565,2.606,3.229,3.607,405.742,0.684,0.366,0.454,0.651,1.016,0.195,0.006,0,2.068,0.591,0.024472,0.8376,0.0133,0.0963,0.1033
AMGN,201012,1626615,0.041943,0.003279,0.0653,0.01,0.082331512,13.583,0.459,11.781,11.857,3.406,9.134,0,0.302,0.372,0.163,0.199,0.115,0.357,0.303,0.049,0.82,0.105,0.11,1.792,0.153,0.988,0.374,0.903,0.781,9.565,2.606,3.229,3.607,405.742,0.684,0.366,0.454,0.651,1.016,0.195,0.006,0,2.126,0.616,0.02338,0.836,0.0138,0.0958,0.1029
AMGN,201101,1250601,0.003279,-0.068083,0.022646,0.01,0.040486565,13.627,0.459,11.82,11.896,3.418,9.164,0,0.302,0.372,0.163,0.199,0.115,0.357,0.303,0.049,0.82,0.105,0.11,1.792,0.153,0.988,0.374,0.903,0.781,9.565,2.606,3.229,3.607,405.742,0.684,0.366,0.454,0.651,1.016,0.195,0.006,0,2.133,0.618,0.023232,0.8353,0.0137,0.0958,0.1028
AMGN,201102,1258970,-0.068083,0.041301,0.031957,0.21,0.092733294,12.245,0.468,10.738,10.716,3.18,8.271,0,0.307,0.371,0.159,0.197,0.13,0.384,0.312,0.053,0.892,0.087,0.101,2.022,0.186,0.881,0.296,0.9,0.816,8.777,2.652,3.213,3.52,413.758,0.706,0.362,0.432,0.629,0.909,0.192,0.007,0,1.999,0.534,0.023004,0.8266,0.0125,0.0952,0.1022
AMGN,201103,1480343,0.041301,0.063611,-0.001047,0.01,0.046959775,12.758,0.468,11.182,11.159,3.313,8.617,0,0.307,0.371,0.159,0.197,0.13,0.384,0.312,0.053,0.892,0.087,0.101,2.022,0.186,0.881,0.296,0.9,0.816,8.777,2.652,3.213,3.52,413.758,0.706,0.362,0.432,0.629,0.909,0.192,0.007,0,2.083,0.557,0.022980769,0.8255,0.0125,0.0952,0.1021
